# Seconds,C1,C2,C3,C4,I
1.900000000000000000e+02,7.167676271122161324e+00,5.345285551392088275e-01,2.992099857692709364e-02,2.374058222467767987e+00,2.299256103181259281e+00
1.910000000000000000e+02,7.058831266154161455e+00,5.420297982594606268e-01,3.033886716291083266e-02,2.410729400539974421e+00,0.000000000000000000e+00
1.920000000000000000e+02,6.951725062325336602e+00,5.493994686286735041e-01,3.075033912688538915e-02,2.446287379811923124e+00,0.000000000000000000e+00
1.930000000000000000e+02,6.846329820346016781e+00,5.566396814009005878e-01,3.115551663869168403e-02,2.480753978083150457e+00,0.000000000000000000e+00
1.940000000000000000e+02,6.742618146698843518e+00,5.637525178555438110e-01,3.155450023238211277e-02,2.514150633276461377e+00,0.000000000000000000e+00
1.950000000000000000e+02,6.640563086500852918e+00,5.707400259397735764e-01,3.194738883241333982e-02,2.546498409754142767e+00,0.000000000000000000e+00
1.960000000000000000e+02,6.540138116479860209e+00,5.776042208022622582e-01,3.233427977941970288e-02,2.577818004531255092e+00,0.000000000000000000e+00
1.970000000000000000e+02,6.441317138063305414e+00,5.843470853183725389e-01,3.271526885557387437e-02,2.608129753387661953e+00,0.000000000000000000e+00
1.980000000000000000e+02,6.344074470577760749e+00,5.909705706069348086e-01,3.309045030954149702e-02,2.637453636880430441e+00,0.000000000000000000e+00
1.990000000000000000e+02,6.248384844557341111e+00,5.974765965387506261e-01,3.345991688103618772e-02,2.665809286258215227e+00,0.000000000000000000e+00
2.000000000000000000e+02,6.154223395159252874e+00,6.038670522369532501e-01,3.382375982498138367e-02,2.693215989279203804e+00,0.000000000000000000e+00
2.010000000000000000e+02,6.061565655684779230e+00,6.101437965693568000e-01,3.418206893528527579e-02,2.719692695934185611e+00,0.000000000000000000e+00
2.020000000000000000e+02,5.970387551204015431e+00,6.163086586329207250e-01,3.453493256823503277e-02,2.745258024076277614e+00,0.000000000000000000e+00
2.030000000000000000e+02,5.880665392282683257e+00,6.223634382304579216e-01,3.488243766551651220e-02,2.769930264958804678e+00,0.000000000000000000e+00
2.040000000000000000e+02,5.792375868809395811e+00,6.283099063397084016e-01,3.522466977686524586e-02,2.793727388682832213e+00,0.000000000000000000e+00
2.050000000000000000e+02,5.705496043921764127e+00,6.341498055749030804e-01,3.556171308235482609e-02,2.816667049555800606e+00,0.000000000000000000e+00
2.060000000000000000e+02,5.620003348029758428e+00,6.398848506409356984e-01,3.589365041432833470e-02,2.838766591362700265e+00,0.000000000000000000e+00
2.070000000000000000e+02,5.535875572934776834e+00,6.455167287802634490e-01,3.622056327897864997e-02,2.860043052551203502e+00,0.000000000000000000e+00
2.080000000000000000e+02,5.453090866042877849e+00,6.510471002126505535e-01,3.654253187758314814e-02,2.880513171332137912e+00,0.000000000000000000e+00
2.090000000000000000e+02,5.371627724670671178e+00,6.564775985678713566e-01,3.685963512739842685e-02,2.900193390696675255e+00,0.000000000000000000e+00
2.100000000000000000e+02,5.291464990442393379e+00,6.618098313114838538e-01,3.717195068222042820e-02,2.919099863351576118e+00,0.000000000000000000e+00
2.110000000000000000e+02,5.212581843776691315e+00,6.670453801637864499e-01,3.747955495261535291e-02,2.937248456573820832e+00,0.000000000000000000e+00
2.120000000000000000e+02,5.134957798461691425e+00,6.721858015120659724e-01,3.778252312582661837e-02,2.954654756985922948e+00,0.000000000000000000e+00
2.130000000000000000e+02,5.058572696316935513e+00,6.772326268162435214e-01,3.808092918536309240e-02,2.971334075253212248e+00,0.000000000000000000e+00
2.140000000000000000e+02,4.983406701940790384e+00,6.821873630080267370e-01,3.837484593027359892e-02,2.987301450704349381e+00,0.000000000000000000e+00
2.150000000000000000e+02,4.909440297541962650e+00,6.870514928836694013e-01,3.866434499411287168e-02,3.002571655876308476e+00,0.000000000000000000e+00
2.160000000000000000e+02,4.836654277853781991e+00,6.918264754904418501e-01,3.894949686360376501e-02,3.017159200985050749e+00,0.000000000000000000e+00
2.170000000000000000e+02,4.765029745129906402e+00,6.965137465069141109e-01,3.923037089700066871e-02,3.031078338323096588e+00,0.000000000000000000e+00
2.180000000000000000e+02,4.694548104220173990e+00,7.011147186171488022e-01,3.950703534215883883e-02,3.044343066585168067e+00,0.000000000000000000e+00
2.190000000000000000e+02,4.625191057725287713e+00,7.056307818789028241e-01,3.977955735431443901e-02,3.056967135123076051e+00,0.000000000000000000e+00
2.200000000000000000e+02,4.556940601229098498e+00,7.100633040859328782e-01,4.004800301357985121e-02,3.068964048130983446e+00,0.000000000000000000e+00
2.210000000000000000e+02,4.489779018607220173e+00,7.144136311244995152e-01,4.031243734215885638e-02,3.080347068762184115e+00,0.000000000000000000e+00
2.220000000000000000e+02,4.423688877410774545e+00,7.186830873241636386e-01,4.057292432128613985e-02,3.091129223178498808e+00,0.000000000000000000e+00
2.230000000000000000e+02,4.358653024324049774e+00,7.228729758029642793e-01,4.082952690789557609e-02,3.101323304533375680e+00,0.000000000000000000e+00
2.240000000000000000e+02,4.294654580694891699e+00,7.269845788070706805e-01,4.108230705102162289e-02,3.110941876889774527e+00,0.000000000000000000e+00
2.250000000000000000e+02,4.231676938136666344e+00,7.310191580449949544e-01,4.133132570793802973e-02,3.119997279073883689e+00,0.000000000000000000e+00
2.260000000000000000e+02,4.169703754200649648e+00,7.349779550164532438e-01,4.157664286003820431e-02,3.128501628465714113e+00,0.000000000000000000e+00
2.270000000000000000e+02,4.108718948117703995e+00,7.388621913359610938e-01,4.181831752846122685e-02,3.136466824727586200e+00,0.000000000000000000e+00
2.280000000000000000e+02,4.048706696608151745e+00,7.426730690512476363e-01,4.205640778946771047e-02,3.143904553471520646e+00,0.000000000000000000e+00
2.290000000000000000e+02,3.989651429758733769e+00,7.464117709565702974e-01,4.229097078956942091e-02,3.150826289866516028e+00,0.000000000000000000e+00
2.300000000000000000e+02,3.931537826965594729e+00,7.500794609010135172e-01,4.252206276041663874e-02,3.157243302186691469e+00,0.000000000000000000e+00
2.310000000000000000e+02,3.874350812942227051e+00,7.536772840918503080e-01,4.274973903344713583e-02,3.163166655301250074e+00,0.000000000000000000e+00
2.320000000000000000e+02,3.818075553791340226e+00,7.572063673930460315e-01,4.297405405430061720e-02,3.168607214107203696e+00,0.000000000000000000e+00
2.330000000000000000e+02,3.762697453139629555e+00,7.606678196189834429e-01,4.319506139700230590e-02,3.173575646905787195e+00,0.000000000000000000e+00
2.340000000000000000e+02,3.708202148334434067e+00,7.640627318234829435e-01,4.341281377791944562e-02,3.178082428723475683e+00,0.000000000000000000e+00
2.350000000000000000e+02,3.654575506701296828e+00,7.673921775841963111e-01,4.362736306949432236e-02,3.182137844578499575e+00,0.000000000000000000e+00
2.360000000000000000e+02,3.601803621861452420e+00,7.706572132824455190e-01,4.383876031375736476e-02,3.185751992693739432e+00,0.000000000000000000e+00
2.370000000000000000e+02,3.549872810108279264e+00,7.738588783785818048e-01,4.404705573562388288e-02,3.188934787656872327e+00,0.000000000000000000e+00
2.380000000000000000e+02,3.498769606841773072e+00,7.769981956829341563e-01,4.425229875597790768e-02,3.191695963528625501e+00,0.000000000000000000e+00
2.390000000000000000e+02,3.448480763060115084e+00,7.800761716224202669e-01,4.445453800454651772e-02,3.194045076899970859e+00,0.000000000000000000e+00
2.400000000000000000e+02,3.398993241907418028e+00,7.830937965028883507e-01,4.465382133256797642e-02,3.195991509899096084e+00,0.000000000000000000e+00
2.410000000000000000e+02,3.380044197963905983e+00,7.860520447672576516e-01,4.485019582525709425e-02,3.197544473148959732e+00,1.270324260741484967e-01
2.420000000000000000e+02,3.361407049198515296e+00,7.889855186813493626e-01,4.504544947972403263e-02,3.198940596043794216e+00,1.270324260741484967e-01
2.430000000000000000e+02,3.343076795855138617e+00,7.918945989754130332e-01,4.523960062099608576e-02,3.200183464410427892e+00,1.270324260741484967e-01
2.440000000000000000e+02,3.325048518239738016e+00,7.947796602950548683e-01,4.543266728032491902e-02,3.201276598395979889e+00,1.270324260741484967e-01
2.450000000000000000e+02,3.307317375438354468e+00,7.976410712986589102e-01,4.562466719989088926e-02,3.202223453582784707e+00,1.270324260741484967e-01
2.460000000000000000e+02,3.289878604055643141e+00,8.004791947532481355e-01,4.581561783743202249e-02,3.203027422084979925e+00,1.270324260741484967e-01
2.470000000000000000e+02,3.272727516973605866e+00,8.032943876288105578e-01,4.600553637079885655e-02,3.203691833627055452e+00,1.270324260741484967e-01
2.480000000000000000e+02,3.255859502130201921e+00,8.060870011911144273e-01,4.619443970243639064e-02,3.204219956604656527e+00,1.270324260741484967e-01
2.490000000000000000e+02,3.239270021317516957e+00,8.088573810930382857e-01,4.638234446379421033e-02,3.204614999127926911e+00,1.270324260741484967e-01
2.500000000000000000e+02,3.222954608999171633e+00,8.116058674644374138e-01,4.656926701966603022e-02,3.204880110047677366e+00,1.270324260741484967e-01
2.510000000000000000e+02,3.224545344584131001e+00,8.143327950005724292e-01,4.675522347245979204e-02,3.205018379964656550e+00,2.023401676520910075e-01
2.520000000000000000e+02,3.226126374952229536e+00,8.170584376486841327e-01,4.694126216582459460e-02,3.205167761243995272e+00,2.023401676520910075e-01
2.530000000000000000e+02,3.227697844910885738e+00,8.197827858864559225e-01,4.712738252676923478e-02,3.205328094638863590e+00,2.023401676520910075e-01
2.540000000000000000e+02,3.229259896956504949e+00,8.225058303660979231e-01,4.731358399081356941e-02,3.205499223228444272e+00,2.023401676520910075e-01
2.550000000000000000e+02,3.230812671311483975e+00,8.252275619115371219e-01,4.749986600185273494e-02,3.205680992382463845e+00,2.023401676520910075e-01
2.560000000000000000e+02,3.232356305960614851e+00,8.279479715156510267e-01,4.768622801202352518e-02,3.205873249726270746e+00,2.023401676520910075e-01
2.570000000000000000e+02,3.233890936686911299e+00,8.306670503375460646e-01,4.787266948157289231e-02,3.206075845106463262e+00,2.023401676520910075e-01
2.580000000000000000e+02,3.235416697106856532e+00,8.333847896998799465e-01,4.805918987872861287e-02,3.206288630557053931e+00,2.023401676520910075e-01
2.590000000000000000e+02,3.236933718705091945e+00,8.361011810862267746e-01,4.824578867957193817e-02,3.206511460266159741e+00,2.023401676520910075e-01
2.600000000000000000e+02,3.238442130868547153e+00,8.388162161384834503e-01,4.843246536791236123e-02,3.206744190543217687e+00,2.023401676520910075e-01
2.610000000000000000e+02,3.238211046874162946e+00,8.415298866543193812e-01,4.861921943516436112e-02,3.206986679786706596e+00,1.949487376762723545e-01
2.620000000000000000e+02,3.237998602716795293e+00,8.442402270288019706e-01,4.880594904074832957e-02,3.207225546194925947e+00,1.949487376762723545e-01
2.630000000000000000e+02,3.237804489905952821e+00,8.469472621071717500e-01,4.899265527733608072e-02,3.207460960077317846e+00,1.949487376762723545e-01
2.640000000000000000e+02,3.237628404898096335e+00,8.496510163577088992e-01,4.917933921947541254e-02,3.207693088080506794e+00,1.949487376762723545e-01
2.650000000000000000e+02,3.237470049017421747e+00,8.523515138777540967e-01,4.936600192388068686e-02,3.207922093254161222e+00,1.949487376762723545e-01
2.660000000000000000e+02,3.237329128377909981e+00,8.550487783996326696e-01,4.955264442971893390e-02,3.208148135115750588e+00,1.949487376762723545e-01
2.670000000000000000e+02,3.237205353806625219e+00,8.577428332964844859e-01,4.973926775889125212e-02,3.208371369714206001e+00,1.949487376762723545e-01
2.680000000000000000e+02,3.237098440768242380e+00,8.604337015879993666e-01,4.992587291630973256e-02,3.208591949692513268e+00,1.949487376762723545e-01
2.690000000000000000e+02,3.237008109290782532e+00,8.631214059460619037e-01,5.011246089016997002e-02,3.208810024349242340e+00,1.949487376762723545e-01
2.700000000000000000e+02,3.236934083892537117e+00,8.658059687003052396e-01,5.029903265221919578e-02,3.209025739699045587e+00,1.949487376762723545e-01
2.710000000000000000e+02,3.236865654831372563e+00,8.684874118435755852e-01,5.048558915802010133e-02,3.209239238532125338e+00,1.949041645178344051e-01
2.720000000000000000e+02,3.236813156870548269e+00,8.711657452324971240e-01,5.067213073609454221e-02,3.209450580616814541e+00,1.949041645178344051e-01
2.730000000000000000e+02,3.236776324968502649e+00,8.738409903998454187e-01,5.085865831997748304e-02,3.209659904325155466e+00,1.949041645178344051e-01
2.740000000000000000e+02,3.236754898334849084e+00,8.765131685543170459e-01,5.104517282763282315e-02,3.209867344943077239e+00,1.949041645178344051e-01
2.750000000000000000e+02,3.236748620362299711e+00,8.791823005857034579e-01,5.123167516170313435e-02,3.210073034726524277e+00,1.949041645178344051e-01
2.760000000000000000e+02,3.236757238559678118e+00,8.818484070699822430e-01,5.141816620975549201e-02,3.210277102956638373e+00,1.949041645178344051e-01
2.770000000000000000e+02,3.236780504486007182e+00,8.845115082743273405e-01,5.160464684452332335e-02,3.210479675994001525e+00,1.949041645178344051e-01
2.780000000000000000e+02,3.236818173685648503e+00,8.871716241620373200e-01,5.179111792414434895e-02,3.210680877331965277e+00,1.949041645178344051e-01
2.790000000000000000e+02,3.236870005624482349e+00,8.898287743973875008e-01,5.197758029239481214e-02,3.210880827649071012e+00,1.949041645178344051e-01
2.800000000000000000e+02,3.236935763627110774e+00,8.924829783504018010e-01,5.216403477891985024e-02,3.211079644860582949e+00,1.949041645178344051e-01
2.810000000000000000e+02,3.236853865802863162e+00,8.951342551015490923e-01,5.235048219946026454e-02,3.211277444169147177e+00,1.942152042357348785e-01
2.820000000000000000e+02,3.236787948398626824e+00,8.977824409812341644e-01,5.253691391015301304e-02,3.211473103794644679e+00,1.942152042357348785e-01
2.830000000000000000e+02,3.236737745701502078e+00,9.004275575566524914e-01,5.272333084746620019e-02,3.211666762355865234e+00,1.942152042357348785e-01
2.840000000000000000e+02,3.236702996260428122e+00,9.030696260701228661e-01,5.290973393225737592e-02,3.211858555378459101e+00,1.942152042357348785e-01
2.850000000000000000e+02,3.236683442817934520e+00,9.057086674442731411e-01,5.309612407002393258e-02,3.212048615351206227e+00,1.942152042357348785e-01
2.860000000000000000e+02,3.236678832242987358e+00,9.083447022871456999e-01,5.328250215114951199e-02,3.212237071781326669e+00,1.942152042357348785e-01
2.870000000000000000e+02,3.236688915464909222e+00,9.109777508972188853e-01,5.346886905114649202e-02,3.212424051248858881e+00,1.942152042357348785e-01
2.880000000000000000e+02,3.236713447408358757e+00,9.136078332683486014e-01,5.365522563089452496e-02,3.212609677460111612e+00,1.942152042357348785e-01
2.890000000000000000e+02,3.236752186929350295e+00,9.162349690946315350e-01,5.384157273687533579e-02,3.212794071300215659e+00,1.942152042357348785e-01
2.900000000000000000e+02,3.236804896752297989e+00,9.188591777751898837e-01,5.402791120140369024e-02,3.212977350884778982e+00,1.942152042357348785e-01
2.910000000000000000e+02,3.236725149416014080e+00,9.214804784188793674e-01,5.421424184285470599e-02,3.213159631610665645e+00,1.935909558896606875e-01
2.920000000000000000e+02,3.236661189210334744e+00,9.240987245221840007e-01,5.440055690719162312e-02,3.213339907821876285e+00,1.935909558896606875e-01
2.930000000000000000e+02,3.236612753630554007e+00,9.267139373926279733e-01,5.458685731955895126e-02,3.213518315624498189e+00,1.935909558896606875e-01
2.940000000000000000e+02,3.236579584382349939e+00,9.293261380167798791e-01,5.477314398967911974e-02,3.213694988075244563e+00,1.935909558896606875e-01
2.950000000000000000e+02,3.236561427314362582e+00,9.319353470653773952e-01,5.495941781209986998e-02,3.213870055236993650e+00,1.935909558896606875e-01
2.960000000000000000e+02,3.236558032351847469e+00,9.345415848983694707e-01,5.514567966643767194e-02,3.214043644233385510e+00,1.935909558896606875e-01
2.970000000000000000e+02,3.236569153431397172e+00,9.371448715698781351e-01,5.533193041761729630e-02,3.214215879302491530e+00,1.935909558896606875e-01
2.980000000000000000e+02,3.236594548436702912e+00,9.397452268330802605e-01,5.551817091610745242e-02,3.214386881849577993e+00,1.935909558896606875e-01
2.990000000000000000e+02,3.236633979135347339e+00,9.423426701450118292e-01,5.570440199815278326e-02,3.214556770498969485e+00,1.935909558896606875e-01
3.000000000000000000e+02,3.236687211116610285e+00,9.449372206712948197e-01,5.589062448600199545e-02,3.214725661145037883e+00,1.935909558896606875e-01
3.010000000000000000e+02,3.236608217366792495e+00,9.475288972907890406e-01,5.607683918813246432e-02,3.214893667002320488e+00,1.929684054176230013e-01
3.020000000000000000e+02,3.236544841119478821e+00,9.501175537230973633e-01,5.626303836405385089e-02,3.215059783312608666e+00,1.929684054176230013e-01
3.030000000000000000e+02,3.236496822698341713e+00,9.527032110450669444e-01,5.644922292897706917e-02,3.215224144004831253e+00,1.929684054176230013e-01
3.040000000000000000e+02,3.236463906592064621e+00,9.552858900160494660e-01,5.663539378285713244e-02,3.215386879996836811e+00,1.929684054176230013e-01
3.050000000000000000e+02,3.236445841387649125e+00,9.578656110829689707e-01,5.682155181063783256e-02,3.215548119250290160e+00,1.929684054176230013e-01
3.060000000000000000e+02,3.236442379704782990e+00,9.604423943853112045e-01,5.700769788249262365e-02,3.215707986824640763e+00,1.929684054176230013e-01
3.070000000000000000e+02,3.236453278131262934e+00,9.630162597600310237e-01,5.719383285406149514e-02,3.215866604930174066e+00,1.929684054176230013e-01
3.080000000000000000e+02,3.236478297159452122e+00,9.655872267463821990e-01,5.737995756668416714e-02,3.216024092980162674e+00,1.929684054176230013e-01
3.090000000000000000e+02,3.236517201123751075e+00,9.681553145906695024e-01,5.756607284762951110e-02,3.216180567642134225e+00,1.929684054176230013e-01
3.100000000000000000e+02,3.236569758139074882e+00,9.707205422509246340e-01,5.775217951032130675e-02,3.216336142888268856e+00,1.929684054176230013e-01
3.110000000000000000e+02,3.236491631298324734e+00,9.732829284015080962e-01,5.793827835456036301e-02,3.216490930044937357e+00,1.923530610893439408e-01
3.120000000000000000e+02,3.236428952338922027e+00,9.758423284690495025e-01,5.812436173012485580e-02,3.216643935409525756e+00,1.923530610893439408e-01
3.130000000000000000e+02,3.236381464411499209e+00,9.783987633000088557e-01,5.831043054229214512e-02,3.216795290789035366e+00,1.923530610893439408e-01
3.140000000000000000e+02,3.236348914786355113e+00,9.809522534268075855e-01,5.849648568124975884e-02,3.216945125017247165e+00,1.923530610893439408e-01
3.150000000000000000e+02,3.236331054787482397e+00,9.835028190728426489e-01,5.868252802233742127e-02,3.217093564008981055e+00,1.923530610893439408e-01
3.160000000000000000e+02,3.236327639727654137e+00,9.860504801574200284e-01,5.886855842628530011e-02,3.217240730813436311e+00,1.923530610893439408e-01
3.170000000000000000e+02,3.236338428844549586e+00,9.885952563006096261e-01,5.905457773944831901e-02,3.217386745666630077e+00,1.923530610893439408e-01
3.180000000000000000e+02,3.236363185237900009e+00,9.911371668280219982e-01,5.924058679403682720e-02,3.217531726042941020e+00,1.923530610893439408e-01
3.190000000000000000e+02,3.236401675807645262e+00,9.936762307755088175e-01,5.942658640834348749e-02,3.217675786705782581e+00,1.923530610893439408e-01
3.200000000000000000e+02,3.236453671193076254e+00,9.962124668937885064e-01,5.961257738696657676e-02,3.217819039757411570e+00,1.923530610893439408e-01
3.210000000000000000e+02,3.236376390678852299e+00,9.987458936529971520e-01,5.979856052102974079e-02,3.217961594687894777e+00,1.917443510937212325e-01
3.220000000000000000e+02,3.236314390507118333e+00,1.001276368035624920e+00,5.998452824273925454e-02,3.218102467877225425e+00,1.917443510937212325e-01
3.230000000000000000e+02,3.236267416620869142e+00,1.003803910660548970e+00,6.017048144756089595e-02,3.218241789085344084e+00,1.917443510937212325e-01
3.240000000000000000e+02,3.236235219037972843e+00,1.006328541836023494e+00,6.035642101603462539e-02,3.218379685135990709e+00,1.917443510937212325e-01
3.250000000000000000e+02,3.236217551785916413e+00,1.008850281564638296e+00,6.054234781401406779e-02,3.218516279970340843e+00,1.917443510937212325e-01
3.260000000000000000e+02,3.236214172837597935e+00,1.011369149548199564e+00,6.072826269290205331e-02,3.218651694699729671e+00,1.917443510937212325e-01
3.270000000000000000e+02,3.236224844048144700e+00,1.013885165192531135e+00,6.091416648988251525e-02,3.218786047657484772e+00,1.917443510937212325e-01
3.280000000000000000e+02,3.236249331092746484e+00,1.016398347612200270e+00,6.110006002814853676e-02,3.218919454449873374e+00,1.917443510937212325e-01
3.290000000000000000e+02,3.236287403405480934e+00,1.018908715635166828e+00,6.128594411712682405e-02,3.219052028006191168e+00,1.917443510937212325e-01
3.300000000000000000e+02,3.236338834119119934e+00,1.021416287807357604e+00,6.147181955269861303e-02,3.219183878627995821e+00,1.917443510937212325e-01
3.310000000000000000e+02,3.236262391351045764e+00,1.023921082397168725e+00,6.165768711741691915e-02,3.219315114037502923e+00,1.911422441374898695e-01
3.320000000000000000e+02,3.236201063261143762e+00,1.026422957937110692e+00,6.184353932559194522e-02,3.219444760708952025e+00,1.911422441374898695e-01
3.330000000000000000e+02,3.236154598553511619e+00,1.028921934821027229e+00,6.202937706298761178e-02,3.219572946423475912e+00,1.911422441374898695e-01
3.340000000000000000e+02,3.236122749962826450e+00,1.031418033135515833e+00,6.221520120060428094e-02,3.219699796062270636e+00,1.911422441374898695e-01
3.350000000000000000e+02,3.236105274189803982e+00,1.033911272664832737e+00,6.240101259491557389e-02,3.219825431659609993e+00,1.911422441374898695e-01
3.360000000000000000e+02,3.236101931837684909e+00,1.036401672895720827e+00,6.258681208810137897e-02,3.219949972454966058e+00,1.911422441374898695e-01
3.370000000000000000e+02,3.236112487349744882e+00,1.038889253022158510e+00,6.277260050827719595e-02,3.220073534944243310e+00,1.911422441374898695e-01
3.380000000000000000e+02,3.236136708947797924e+00,1.041374031950033530e+00,6.295837866971973340e-02,3.220196232930145896e+00,1.911422441374898695e-01
3.390000000000000000e+02,3.236174368571690607e+00,1.043856028301742178e+00,6.314414737308894632e-02,3.220318177571680707e+00,1.911422441374898695e-01
3.400000000000000000e+02,3.236225241819760789e+00,1.046335260420714341e+00,6.332990740564652110e-02,3.220439477432830877e+00,1.911422441374898695e-01
3.410000000000000000e+02,3.236149627269716333e+00,1.048811746375866161e+00,6.351565954147075921e-02,3.220560238530390862e+00,1.905466618878022822e-01
3.420000000000000000e+02,3.236088963603194646e+00,1.051285346231208617e+00,6.370139637599603333e-02,3.220679497354246745e+00,1.905466618878022822e-01
3.430000000000000000e+02,3.236043002254224366e+00,1.053756080158092745e+00,6.388711878539393707e-02,3.220797379771051183e+00,1.905466618878022822e-01
3.440000000000000000e+02,3.236011498643625472e+00,1.056223968023961568e+00,6.407282763123287039e-02,3.220914008783047677e+00,1.905466618878022822e-01
3.450000000000000000e+02,3.235994212115165247e+00,1.058689029397202441e+00,6.425852376071229666e-02,3.221029504580481095e+00,1.905466618878022822e-01
3.460000000000000000e+02,3.235990905872736523e+00,1.061151283551922564e+00,6.444420800689328044e-02,3.221143984593121790e+00,1.905466618878022822e-01
3.470000000000000000e+02,3.236001346918545352e+00,1.063610749472646111e+00,6.462988118892519507e-02,3.221257563540910418e+00,1.905466618878022822e-01
3.480000000000000000e+02,3.236025305992284551e+00,1.066067445858937202e+00,6.481554411226903012e-02,3.221370353483749671e+00,1.905466618878022822e-01
3.490000000000000000e+02,3.236062557511282467e+00,1.068521391129949372e+00,6.500119756891691025e-02,3.221482463870439794e+00,1.905466618878022822e-01
3.500000000000000000e+02,3.236112879511611862e+00,1.070972603428900882e+00,6.518684233760821400e-02,3.221594001586792100e+00,1.905466618878022822e-01
3.510000000000000000e+02,3.236038083851664471e+00,1.073421100627479863e+00,6.537247918404220925e-02,3.221705071002916920e+00,1.899575311045153814e-01
3.520000000000000000e+02,3.235978077127641850e+00,1.075866744304019962e+00,6.555810078386728468e-02,3.221814718551209822e+00,1.899575311045153814e-01
3.530000000000000000e+02,3.235932613472715325e+00,1.078309554409888404e+00,6.574370800377088431e-02,3.221923068244319399e+00,1.899575311045153814e-01
3.540000000000000000e+02,3.235901450963548420e+00,1.080749550595845987e+00,6.592930169599582613e-02,3.222030241265316342e+00,1.899575311045153814e-01
3.550000000000000000e+02,3.235884351557147820e+00,1.083186752216846571e+00,6.611488269857199174e-02,3.222136356019507986e+00,1.899575311045153814e-01
3.560000000000000000e+02,3.235881081028725070e+00,1.085621178336760195e+00,6.630045183554438004e-02,3.222241528185370907e+00,1.899575311045153814e-01
3.570000000000000000e+02,3.235891408910553935e+00,1.088052847733019135e+00,6.648600991719742781e-02,3.222345870764622422e+00,1.899575311045153814e-01
3.580000000000000000e+02,3.235915108431805631e+00,1.090481778901191801e+00,6.667155774027574977e-02,3.222449494131438996e+00,1.899575311045153814e-01
3.590000000000000000e+02,3.235951956459346412e+00,1.092907990059481138e+00,6.685709608820138150e-02,3.222552506080836654e+00,1.899575311045153814e-01
3.600000000000000000e+02,3.236001733439487271e+00,1.095331499153153310e+00,6.704262573128753899e-02,3.222655011876232045e+00,1.899575311045153814e-01
3.610000000000000000e+02,3.235927747438714253e+00,1.097752323858892209e+00,6.722814742694889489e-02,3.222757114296190828e+00,1.893747790032004052e-01
3.620000000000000000e+02,3.235868390252548910e+00,1.100170327252269376e+00,6.741365393014285556e-02,3.222857869639731199e+00,1.893747790032004052e-01
3.630000000000000000e+02,3.235823418682857611e+00,1.102585529067150460e+00,6.759914609817965769e-02,3.222957400122419269e+00,1.893747790032004052e-01
3.640000000000000000e+02,3.235792593432191389e+00,1.104997948740058300e+00,6.778462477408168929e-02,3.223055825164406141e+00,1.893747790032004052e-01
3.650000000000000000e+02,3.235775679041319464e+00,1.107407605414920670e+00,6.797009078681265359e-02,3.223153261441654927e+00,1.893747790032004052e-01
3.660000000000000000e+02,3.235772443827769518e+00,1.109814517947741663e+00,6.815554495150318026e-02,3.223249822936292475e+00,1.893747790032004052e-01
3.670000000000000000e+02,3.235782659825344076e+00,1.112218704911198897e+00,6.834098806967267570e-02,3.223345620986111992e+00,1.893747790032004052e-01
3.680000000000000000e+02,3.235806102724612110e+00,1.114620184599165453e+00,6.852642092944771779e-02,3.223440764333232345e+00,1.893747790032004052e-01
3.690000000000000000e+02,3.235842551814348766e+00,1.117018975031160988e+00,6.871184430577691182e-02,3.223535359171926462e+00,1.893747790032004052e-01
3.700000000000000000e+02,3.235891789923917017e+00,1.119415093956731555e+00,6.889725896064226307e-02,3.223629509195641063e+00,1.893747790032004052e-01
3.710000000000000000e+02,3.235818604456260239e+00,1.121808558859758387e+00,6.908266564326727421e-02,3.223723315643212572e+00,1.887983336561885606e-01
3.720000000000000000e+02,3.235759889487495489e+00,1.124199234296167305e+00,6.926805718702412629e-02,3.223815844602632374e+00,1.887983336561885606e-01
3.730000000000000000e+02,3.235715404458085143e+00,1.126587139784776204e+00,6.945343443995152799e-02,3.223907216546001653e+00,1.887983336561885606e-01
3.740000000000000000e+02,3.235684912666847879e+00,1.128972294550286248e+00,6.963879823595538199e-02,3.223997549183528655e+00,1.887983336561885606e-01
3.750000000000000000e+02,3.235668181209176097e+00,1.131354717527979892e+00,6.982414939503552020e-02,3.224086957514176177e+00,1.887983336561885606e-01
3.760000000000000000e+02,3.235664980916236555e+00,1.133734427368340736e+00,7.000948872350867824e-02,3.224175553875442635e+00,1.887983336561885606e-01
3.770000000000000000e+02,3.235675086295146663e+00,1.136111442441600339e+00,7.019481701422808362e-02,3.224263447992304243e+00,1.887983336561885606e-01
3.780000000000000000e+02,3.235698275470110907e+00,1.138485780842211748e+00,7.038013504679942189e-02,3.224350747025320985e+00,1.887983336561885606e-01
3.790000000000000000e+02,3.235734330124496960e+00,1.140857460393253309e+00,7.056544358779340276e-02,3.224437555617923667e+00,1.887983336561885606e-01
3.800000000000000000e+02,3.235783035443840383e+00,1.143226498650758316e+00,7.075074339095478726e-02,3.224523975942898968e+00,1.887983336561885606e-01
3.810000000000000000e+02,3.235710641486135852e+00,1.145592912907979599e+00,7.093603519740830643e-02,3.224610107748080878e+00,1.882281239468051037e-01
3.820000000000000000e+02,3.235652561496781487e+00,1.147956569184506392e+00,7.112131191805658170e-02,3.224695026831177369e+00,1.882281239468051037e-01
3.830000000000000000e+02,3.235608557525074591e+00,1.150317486786533339e+00,7.130657439177140455e-02,3.224778851971369154e+00,1.882281239468051037e-01
